City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
75,cidreira,-30.1811,-50.2056,22.81,69,100,5.71,BR,1680715392
76,mogadishu,2.0371,45.3438,28.02,76,97,6.85,SO,1680715039
77,ribeira grande,38.5167,-28.7,18.76,82,75,7.72,PT,1680715392
78,vestmannaeyjar,63.4427,-20.2734,6.55,81,40,5.14,IS,1680715393
79,mantua,45.1667,10.7833,11.86,45,63,0.89,IT,1680715393
80,barrow,71.2906,-156.7887,-21.99,77,75,5.14,US,1680715394
81,goya,-29.14,-59.2626,26.36,57,100,3.09,AR,1680715101
82,berlevag,70.8578,29.0864,2.0,75,100,7.2,NO,1680715396
83,aquiraz,-3.9014,-38.3911,29.05,69,91,2.85,BR,1680715129
84,nara,34.6851,135.8049,13.87,30,100,1.64,JP,1680715396
85,sechura,-5.5569,-80.8222,29.57,60,69,2.01,PE,1680715397
86,mount gambier,-37.8333,140.7667,11.9,89,94,2.52,AU,1680715166
87,port elizabeth,-33.918,25.5701,22.28,85,0,6.17,ZA,1680715398
88,turayf,31.6725,38.6637,19.14,24,0,6.17,SA,1680715399
89,jalu,29.0331,21.5482,24.54,16,0,4.01,LY,1680715399
90,cotonou,6.3654,2.4183,29.99,66,20,6.17,BJ,1680715400
91,pierre,44.3683,-100.351,-2.86,66,20,13.38,US,1680715400
92,los llanos de aridane,28.6585,-17.9182,19.86,73,20,10.29,ES,1680715401
93,rikitea,-23.1203,-134.9692,25.65,77,58,3.79,PF,1680715399
94,aklavik,68.2191,-135.0107,-16.43,89,100,5.11,CA,1680715402
95,geraldton,-28.7667,114.6,14.23,88,0,2.57,AU,1680715402
96,kendari,-3.945,122.4989,24.45,89,100,0.68,ID,1680715403
97,havoysund,70.9963,24.6622,2.13,82,99,2.57,NO,1680715403
98,sao filipe,14.8961,-24.4956,24.22,71,85,5.3,CV,1680715404
99,cururupu,-1.8283,-44.8683,28.47,73,93,1.98,BR,1680715385
100,boyuibe,-20.4167,-63.2833,19.32,85,100,3.55,BO,1680715405
101,lagoa,39.05,-27.9833,15.26,84,37,4.06,PT,1680715407
102,tuatapere,-46.1333,167.6833,6.42,87,54,5.34,NZ,1680715407
103,lanzhou,36.0564,103.7922,1.8,45,28,1.53,CN,1680715178
104,severo-kurilsk,50.6789,156.125,-1.04,74,22,5.09,RU,1680715408
105,pringsewu,-5.3582,104.9744,23.13,94,100,2.16,ID,1680715408
106,cayenne,4.9333,-52.3333,30.02,62,40,5.66,GF,1680715409
107,guarumal,8.35,-82.5333,36.05,36,20,7.2,PA,1680715409
108,namatanai,-3.6667,152.4333,26.22,80,100,0.74,PG,1680715410
109,sayyan,15.1718,44.3244,16.49,62,95,0.84,YE,1680715410
110,palmer,42.1584,-72.3287,10.65,61,100,3.09,US,1680715434
111,sabancuy,18.9667,-91.1833,32.45,47,88,3.45,MX,1680715472
112,vaini,-21.2,-175.2,21.09,94,20,2.06,TO,1680715472
113,tasiilaq,65.6145,-37.6368,-3.91,92,100,5.61,GL,1680715473
114,ko samui,9.5357,99.9357,29.11,67,3,6.34,TH,1680715473
115,tromso,69.6496,18.957,5.77,65,0,3.09,NO,1680715343
116,uyuni,-20.4597,-66.825,12.39,13,0,6.19,BO,1680715474
117,saskylakh,71.9167,114.0833,-20.33,95,100,4.83,RU,1680715475
118,prince rupert,54.3161,-130.3201,6.05,71,100,18.01,CA,1680715241
119,zhangjiakou,40.81,114.8794,6.95,49,100,4.09,CN,1680715476
120,praya,14.9215,-23.5087,27.3,57,40,9.26,CV,1680715398
121,salalah,17.0151,54.0924,28.05,61,0,1.03,OM,1680715477
122,faanui,-16.4833,-151.75,27.97,66,82,3.0,PF,1680715478
123,martinho campos,-19.3317,-45.2369,28.45,50,15,1.27,BR,1680715478
124,mehtar lam,34.6714,70.2094,12.88,75,100,3.41,AF,1680715479
125,butaritari,3.0707,172.7902,27.51,82,81,8.33,KI,1680715479
126,lesnoye,58.2841,35.5158,2.89,91,90,2.73,RU,1680715479
127,cherskiy,68.75,161.3,-19.99,81,26,2.67,RU,1680715480
128,codrington,-38.2667,141.9667,10.72,94,89,3.26,AU,1680715480
129,bethel,41.3712,-73.414,13.69,71,100,6.17,US,1680715480
130,wilmington,34.2257,-77.9447,28.95,61,0,5.14,US,1680715368
131,namibe,-15.1961,12.1522,25.8,81,98,5.73,AO,1680715481
132,alappuzha,9.49,76.3264,27.28,79,63,1.12,IN,1680715481
133,carnarvon,-24.8667,113.6333,22.96,67,11,7.66,AU,1680715481
134,east london,-33.0153,27.9116,20.52,77,0,4.12,ZA,1680715481
135,berbera,10.4396,45.0143,28.46,76,78,5.28,SO,1680715482
136,havre-saint-pierre,50.2334,-63.5986,-1.8,40,0,8.75,CA,1680715482
137,portland,45.5234,-122.6762,8.68,73,75,3.6,US,1680715105
138,belyy yar,53.6039,91.3903,-9.06,67,26,2.0,RU,1680715482
139,langsa,4.4683,97.9683,23.62,88,97,0.45,ID,1680715483
140,dikson,73.5069,80.5464,-32.21,100,69,3.95,RU,1680715483
141,andreapol,56.6513,32.2664,3.84,95,100,3.39,RU,1680715483
142,nova olimpia,-14.7972,-57.2881,29.94,63,39,2.16,BR,1680715436
143,ankazoabo,-22.2833,44.5167,23.61,77,74,2.49,MG,1680715484
144,corrales,35.2378,-106.6067,6.6,26,11,1.79,US,1680715442
145,tazovskiy,67.4667,78.7,-10.92,96,100,2.64,RU,1680715484
146,songea,-10.6833,35.65,17.78,98,93,1.6,TZ,1680715484
147,skjervoy,70.0311,20.9714,5.0,76,100,5.12,NO,1680715485
148,goure,13.9835,10.2704,35.24,6,33,3.1,NE,1680715485
149,kattivakkam,13.2167,80.3167,30.05,86,5,5.39,IN,1680715486
150,leh,34.1667,77.5833,-9.6,55,35,0.65,IN,1680715300
151,guanica,17.9716,-66.908,29.46,58,5,9.31,PR,1680715486
152,poum,-20.2333,164.0167,26.93,79,0,4.88,NC,1680715487
153,beyneu,45.3167,55.2,15.64,32,97,1.39,KZ,1680715487
154,nichinan,31.6,131.3667,15.82,94,100,7.57,JP,1680715487
155,bougouni,11.417,-7.479,38.79,17,55,2.26,ML,1680715487
156,agadez,19.75,10.25,32.56,6,27,2.52,NE,1680715488
157,yellowknife,62.456,-114.3525,-7.71,67,20,4.63,CA,1680715413
158,springbok,-29.6643,17.8865,24.89,11,0,1.53,ZA,1680715488
159,ribeira brava,32.65,-17.0667,19.51,45,0,1.58,PT,1680715488
160,mandurah,-32.55,115.7,14.95,75,12,4.11,AU,1680715489
161,pokhara,28.2333,83.9833,18.11,45,25,3.2,NP,1680714906
162,beatrice,40.2681,-96.747,5.99,42,0,8.23,US,1680715549
163,kalmunai,7.4167,81.8167,26.9,79,35,2.92,LK,1680715549
164,bathsheba,13.2167,-59.5167,30.34,54,40,7.72,BB,1680715550
165,sao joao da barra,-21.6403,-41.0511,31.05,70,18,4.18,BR,1680715550
166,saint-philippe,-21.3585,55.7679,26.77,81,49,2.33,RE,1680715550
167,port alfred,-33.5906,26.891,21.21,78,6,1.34,ZA,1680715551
168,ust-maya,60.4167,134.5333,-15.33,91,100,1.9,RU,1680715551
169,hamilton,39.1834,-84.5333,27.62,70,100,7.2,US,1680715137
170,san juan,-31.5375,-68.5364,27.72,36,23,4.75,AR,1680715475
171,ancud,-41.8697,-73.8203,12.06,89,100,2.7,CL,1680715552
172,voronovytsya,49.1095,28.6808,0.58,99,100,8.0,UA,1680715552
173,liberal,37.0431,-100.921,5.58,30,0,7.2,US,1680715552
174,martaban,16.5314,97.6111,26.01,74,32,2.75,MM,1680715552
175,katobu,-4.9408,122.5276,23.57,87,100,0.54,ID,1680715553
176,shenjiamen,29.9576,122.298,12.25,82,100,4.8,CN,1680715553
177,port blair,11.6667,92.75,27.02,78,40,1.03,IN,1680715553
178,jamestown,42.097,-79.2353,25.77,53,75,8.23,US,1680715554
179,luderitz,-26.6481,15.1594,20.51,58,11,2.19,NA,1680715554
180,broome,42.2506,-75.833,18.43,75,75,6.69,US,1680715554
181,kodiak,57.79,-152.4072,2.73,87,75,5.14,US,1680715554
182,husavik,66.0449,-17.3389,0.84,100,100,4.27,IS,1680715555
183,korla,41.7597,86.1469,5.56,17,5,2.73,CN,1680715555
184,tangjiazhuang,39.7333,118.45,9.67,40,83,2.04,CN,1680715555
185,igrim,63.1906,64.4162,0.79,98,100,2.8,RU,1680715555
186,glace bay,46.1969,-59.957,2.81,58,40,11.32,CA,1680715211
187,muros,42.7762,-9.0603,20.61,44,100,4.24,ES,1680715556
188,upernavik,72.7868,-56.1549,-22.7,95,69,2.78,GL,1680715556
189,pisco,-13.7,-76.2167,27.03,65,0,4.63,PE,1680715556
190,chokurdakh,70.6333,147.9167,-26.69,99,12,1.07,RU,1680715557
191,lompoc,34.6391,-120.4579,14.96,59,40,4.12,US,1680715557
192,kaitangata,-46.2817,169.8464,9.4,65,41,7.17,NZ,1680715557
193,kununurra,-15.7667,128.7333,25.99,89,52,1.03,AU,1680715557
194,ichhawar,23.0167,77.0167,27.05,16,14,2.94,IN,1680715558
195,doha,25.2867,51.5333,25.17,64,0,2.57,QA,1680715278
196,mahibadhoo,3.7833,72.9667,28.25,68,13,0.59,MV,1680715279
197,chapais,49.7834,-74.8492,-6.12,69,100,5.84,CA,1680715559
198,ngunguru,-35.6167,174.5,13.79,83,100,1.41,NZ,1680715559
199,halkirk,52.2834,-112.1518,-4.24,85,100,4.47,CA,1680715559
200,halifax,44.6453,-63.5724,5.12,35,100,5.14,CA,1680715385
201,cascais,38.6979,-9.4215,25.92,26,0,8.23,PT,1680715559
202,quesnel,52.9999,-122.5029,1.28,51,0,4.12,CA,1680715560
203,winona,43.9666,-91.7668,2.89,75,100,5.14,US,1680715560
204,rodeo,38.033,-122.2669,12.83,70,0,1.79,US,1680715561
205,thompson,55.7435,-97.8558,-2.91,33,75,6.17,CA,1680715374
206,chitipa,-9.7024,33.2697,17.58,96,96,2.43,MW,1680715561
207,villaviciosa,43.4813,-5.4357,13.67,80,100,2.67,ES,1680715562
208,bacolod,10.6667,122.95,24.25,73,82,3.89,PH,1680715563
209,sladkovo,55.5284,70.3385,5.42,77,47,3.51,RU,1680715563
210,kirovsk,48.6375,38.6428,13.95,61,99,5.94,UA,1680715564
211,winton,37.3894,-120.6133,12.05,62,0,4.12,US,1680715564
212,aksha,50.2814,113.2867,-5.78,58,73,7.09,RU,1680715565
213,paamiut,61.994,-49.6678,-0.81,76,76,2.61,GL,1680715565
214,bambous virieux,-20.3428,57.7575,25.14,88,20,1.54,MU,1680715565
215,vardo,70.3705,31.1107,1.99,80,100,3.6,NO,1680715566
216,bilibino,68.0546,166.4372,-26.24,86,24,1.88,RU,1680715626
217,merauke,-8.4667,140.3333,25.83,87,100,1.92,ID,1680715627
218,yuli,9.6989,10.2744,37.77,8,96,1.81,NG,1680715628
219,kochubey,44.3861,46.5825,9.41,74,100,5.94,RU,1680715629
220,nemuro,43.3236,145.575,2.18,87,100,3.11,JP,1680715629
221,ust-kut,56.7938,105.7672,-15.41,99,92,1.24,RU,1680715630
222,miri,4.4148,114.0089,26.08,94,40,1.03,MY,1680715630
223,haukipudas,65.1765,25.3523,2.03,84,100,2.5,FI,1680715631
224,muyezerskiy,63.9333,31.65,-0.14,85,98,1.18,RU,1680715631
225,ekhabi,53.5102,142.9671,-3.32,76,62,3.48,RU,1680715632
226,grand gaube,-20.0064,57.6608,25.22,72,20,0.89,MU,1680715632
227,miki,34.8,134.9833,15.78,87,100,7.47,JP,1680715633
228,pemba,-12.974,40.5178,26.39,94,40,4.63,MZ,1680715633
229,sistranda,63.7256,8.834,7.98,80,81,1.4,NO,1680715634
230,abu dhabi,24.4667,54.3667,25.53,67,0,2.06,AE,1680715602
231,fagersta,60.0042,15.7932,2.25,94,100,4.24,SE,1680715634
232,iqaluit,63.7506,-68.5145,-15.15,72,100,11.32,CA,1680715635
233,beringovskiy,63.05,179.3167,-15.33,99,81,1.58,RU,1680715636
234,tiznit,29.5833,-9.5,12.65,69,91,3.03,MA,1680715636
235,murray bridge,-35.1167,139.2667,21.18,32,100,2.26,AU,1680715637
236,hasaki,35.7333,140.8333,15.68,68,100,9.83,JP,1680715637
237,autazes,-3.5797,-59.1306,31.54,59,71,1.83,BR,1680715638
238,juneau,58.3019,-134.4197,4.01,97,100,6.17,US,1680715638
239,bisira,8.5196,-81.7115,22.03,60,93,3.68,PA,1680715639
240,maneromango,-7.1988,38.7848,21.53,93,63,2.11,TZ,1680715640
241,aras,42.5617,-2.356,17.23,16,0,2.06,ES,1680715640
242,kizema,61.113,44.8302,-2.99,95,26,2.19,RU,1680715641
243,castro,-24.7911,-50.0119,22.51,69,58,1.62,BR,1680715642
244,isangel,-19.55,169.2667,25.26,81,63,2.44,VU,1680715642
245,aktau,43.65,51.2,9.32,58,31,2.14,KZ,1680715643
246,waldbrol,50.8833,7.6167,10.64,41,85,0.45,DE,1680715643
247,saldanha,-33.0117,17.9442,25.03,63,12,5.23,ZA,1680715644
248,mkushi,-13.6202,29.3939,17.4,93,49,2.2,ZM,1680715644
249,constitucion,-35.3333,-72.4167,19.21,50,100,1.6,CL,1680715645
250,nalut,30.3333,10.85,28.78,8,41,5.63,LY,1680715645
251,tiksi,71.6872,128.8694,-22.32,99,100,3.21,RU,1680715645
252,coihaique,-45.5752,-72.0662,14.34,88,75,3.09,CL,1680715646
253,ukiah,39.1502,-123.2078,11.87,68,0,2.06,US,1680715646
254,lazaro cardenas,17.9583,-102.2,28.96,56,48,3.36,MX,1680715647
255,balikpapan,-1.2675,116.8289,23.55,100,20,2.06,ID,1680715647
256,hambantota,6.1241,81.1185,27.23,78,43,1.32,LK,1680715649
257,clearwater,27.9659,-82.8001,32.84,53,0,6.69,US,1680714852
258,katsuura,35.1333,140.3,16.49,66,99,9.4,JP,1680715650
259,northam,51.0333,-4.2167,10.34,96,100,6.17,GB,1680715650
260,mendoza,-32.8908,-68.8272,24.74,50,40,2.06,AR,1680715548
261,maraa,-1.8333,-65.3667,33.7,45,70,1.69,BR,1680715650
262,acari,-15.4311,-74.6158,30.1,55,1,4.99,PE,1680715651
263,road town,18.4167,-64.6167,29.05,77,75,8.46,VG,1680715652
264,veseloyarsk,51.2836,81.1056,4.01,69,7,3.07,RU,1680715653
265,sillamae,59.3997,27.7547,2.51,97,100,4.24,EE,1680715654
266,yulara,-25.2406,130.9889,24.89,57,37,2.37,AU,1680715654
267,vao,-22.6667,167.4833,25.4,84,40,8.21,NC,1680715655
268,lavrentiya,65.5833,-171.0,-27.15,99,39,2.33,RU,1680715655
269,ahipara,-35.1667,173.1667,14.18,82,100,2.27,NZ,1680715717
270,wamba,8.9333,8.6,37.18,19,93,3.19,NG,1680715718
271,matagami,49.7502,-77.6328,-4.94,42,75,5.82,CA,1680715719
272,pasni,25.2631,63.471,24.27,74,0,5.62,PK,1680715555
273,kudahuvadhoo,2.6708,72.8944,28.21,65,30,1.41,MV,1680715720
274,nouna,12.7333,-3.8667,37.89,19,57,2.15,BF,1680715720
275,kentau,43.5206,68.5094,9.39,78,100,5.91,KZ,1680715720
276,kargasok,59.0556,80.8572,-0.18,89,100,5.64,RU,1680715721
277,turangi,-39.0,175.9333,10.76,98,100,1.3,NZ,1680715721
278,marzuq,14.4,46.4667,23.73,67,30,5.06,YE,1680715721
279,lahij,13.1667,44.5833,26.61,63,30,4.04,YE,1680715722
280,puerto ayora,-0.7393,-90.3518,30.98,86,55,4.02,EC,1680715723
281,kruisfontein,-34.0033,24.7314,21.05,73,5,4.65,ZA,1680715723
282,agirish,61.9247,63.0231,1.0,100,100,3.75,RU,1680715723
283,quatre cocos,-20.2078,57.7625,25.06,75,19,2.13,MU,1680715724
284,ranong,9.9658,98.6348,25.88,78,20,1.85,TH,1680715724
285,malko tarnovo,41.9833,27.5333,5.13,96,100,0.87,BG,1680715724
286,ponferrada,42.5466,-6.5962,21.27,18,100,2.19,ES,1680715725
287,wanning,18.8003,110.3967,25.21,95,2,4.56,CN,1680715725
288,booue,-0.0921,11.9385,28.01,69,97,1.35,GA,1680715726
289,hithadhoo,-0.6,73.0833,28.38,69,8,2.99,MV,1680715726
290,dingle,10.9995,122.6711,22.49,79,64,2.69,PH,1680715726
291,saryg-sep,51.5,95.6,-8.0,91,8,1.62,RU,1680715727
292,rio verde de mato grosso,-18.9181,-54.8442,29.53,56,41,1.9,BR,1680715727
